PROVINCE_NAME,CITY_NAME,DLR_CODE,DLR_SHORT_NAME,DLR_FULL_NAME
广西,桂林,Q3013,弘帆高鑫直营店V,弘帆高鑫直营店V
江西,新余,V2419,启辰新余利辰仙女湖,新余市利辰汽车销售服务有限公司
湖南,郴州,V2522,启辰郴州通九州宝恒,郴州宝恒汽车销售服务有限公司
江西,九江,W2415,启辰九江友缘庐山修水直营店,启辰九江友缘庐山修水直营店
江西,南昌,Q2401,洪都安义直营店V,洪都安义直营店V
江西,赣州,Q2421,东维汽车高安吉星直营店V,东维汽车高安吉星直营店V
江西,上饶,V2420,启辰上饶月亮湾汽车城,上饶市鼎辉汽车销售服务有限公司
江西,赣州,V2418,启辰赣州虔辰,赣州虔辰汽车销售服务有限公司
湖南,衡阳,W2516,启辰衡阳高鹏祁东直营店,启辰衡阳高鹏祁东直营店
江西,赣州,Q2428,东维汽车于都直营店V,东维汽车于都直营店V
江西,萍乡,W2418,启辰友缘萍乡直营店,启辰友缘萍乡直营店
江西,赣州,W2414,启辰赣州友缘于都直营店,启辰赣州友缘于都直营店
湖南,永州,W2517,东风启辰高辉宁远申华直营店,东风启辰高辉宁远申华直营店
江西,九江,W2419,启辰友缘汽车城直营店,启辰友缘汽车城直营店
江西,南昌,W2417,启辰南昌泰辰东湖进贤直营店,启辰南昌泰辰东湖进贤直营店
江西,赣州,Q2422,东维汽车青原直营店V,东维汽车青原直营店V
江西,鹰潭,W2416,启辰南昌泰辰东湖鹰潭直营店,启辰南昌泰辰东湖鹰潭直营店
湖南,永州,V2520,启辰永州高辉,永州市高辉汽车销售服务有限公司
江西,赣州,Q2426,东维汽车信州区直营店V,东维汽车信州区直营店V
江西,吉安,V2417,启辰吉安天辰,吉安市天宸汽车销售服务有限公司
江西,宜春,V2416,启辰高安江华,高安华辰汽车销售服务有限公司
湖南,衡阳,V2517B,启辰衡阳高鹏专营店新田福瑞特约服务站,启辰衡阳高鹏专营店新田福瑞特约服务站
江西,赣州,V2411,启辰赣州友缘,赣州友缘红金汽车销售服务有限公司
江西,赣州,Q2413,和谐汽车新华夏直营店V,和谐汽车新华夏直营店V
江西,赣州,Q2425,东维汽车新干直营店V,东维汽车新干直营店V
江西,赣州,Q2419,东维汽车定南直营店V,东维汽车定南直营店V
江西,赣州,W2413,启辰赣州友缘专营店城市展厅分店,启辰赣州友缘专营店城市展厅分店
江西,赣州,W2411,启辰赣州友缘专营店兴国分店,启辰赣州友缘专营店兴国分店
江西,九江,V2412,启辰九江友缘庐山,九江友缘汽车销售服务有限公司
广东,广州,V0002,花都全球自动变速箱,广州市花都全球自动变速箱有限公司
广西,玉林,V3013A,启辰玉林广利专营店博白盛宇特约服务站,启辰玉林广利专营店博白盛宇特约服务站
广西,崇左,V3001H,启辰南宁弘启专营店大新吉弘特约服务站,启辰南宁弘启专营店大新吉弘特约服务站
广西,玉林,V3013B,启辰玉林广利专营店容县菱通特约服务站,启辰玉林广利专营店容县菱通特约服务站
广西,防城港,W3014,启辰北海雄峰专营店防城港分店,启辰北海雄峰专营店防城港分店
广西,来宾,V3018,启辰来宾广利,来宾市利恒汽车销售服务有限公司
海南,海口,V3101,启辰海口东风南方启神,海南东风南方汽车销售服务有限公司美兰分公司
广西,柳州,V3011,启辰柳州航盛,柳州航盛航宇汽车销售服务有限公司
广西,南宁,V3001,启辰南宁弘启,南宁弘启汽车销售服务有限公司
广西,玉林,V3013,启辰玉林广利,玉林美盈汽车销售服务有限公司
海南,三亚,V3111,启辰三亚东风南方启佑,海南东风南方汽车销售服务有限公司亚龙湾分公司
广西,百色,V3017,启辰百色桂程,百色市桂程汽车销售服务有限公司
广西,南宁,V3002,启辰南宁康和科园,广西康和汽车销售服务有限公司
海南,琼海,V3112,启辰琼海东风南方启海,海南东风南方汽车销售服务有限公司琼海分公司
广西,河池,V3022,启辰河池雄峰,河池雄峰启程汽车有限公司
广西,玉林,W3013,启辰玉林广利专营店博白分店,启辰玉林广利专营店博白分店
广西,南宁,Q3011,合利丰岑溪飞龙直营店V,合利丰岑溪飞龙直营店V
广西,南宁,Q3012,蒙山新浪直营店V,蒙山新浪直营店V
广西,南宁,Q3015,广缘灵山直营店V,广缘灵山直营店V
广西,南宁,Q3016,广缘东信浦北直营店V,广缘东信浦北直营店V
广西,南宁,Q3017,广缘靖西直营店V,广缘靖西直营店V
广西,南宁,Q3019,弘池都安直营店V,弘池都安直营店V
广西,南宁,Q3018,弘池宜州直营店V,弘池宜州直营店V
海南,海口,Q3101,东风南方儋州直营店V,东风南方儋州直营店V
广西,柳州,Q3020,航盛融安直营店V,航盛融安直营店V
广西,南宁,Q3021,广缘右江直营店V,广缘右江直营店V
海南,海口,Q3102,东风南方东方直营店V,东风南方东方直营店V
海南,海口,Q3103,东风南方万宁直营店V,东风南方万宁直营店V
海南,海口,Q3105,东风南方文昌直营店V,东风南方文昌直营店V
海南,海口,Q3106,东风南方琼海直营店V,东风南方琼海直营店V
广西,钦州,V3024,启辰钦州雄峰车城,钦州雄峰启程汽车有限公司
广西,崇左,V3023,启辰崇左广利成友谊大道,崇左市广利成汽车销售服务有限公司
广西,北海,W3016,启辰北海雄峰合浦直营店,启辰北海雄峰合浦直营店
广西,钦州,W3017,启辰钦州雄峰车城专营店灵山直营店,启辰钦州雄峰车城专营店灵山直营店
广西,北海,W3015,启辰北海雄峰浦北东信直营店,启辰北海雄峰浦北东信直营店
广西,南宁,V3001D,启辰南宁弘启专营店贵港弘港特约服务站,启辰南宁弘启专营店贵港弘港特约服务站
广西,北海,W3012,启辰北海雄峰专营店钦州分店,启辰北海雄峰专营店钦州分店
,,W3018,启辰钦州雄峰车城专营店钦南直营店,启辰钦州雄峰车城专营店钦南直营店
广西,贵港,W3019,启辰贵港雄峰桂平鸿进直营店,启辰贵港雄峰桂平鸿进直营店
广西,贵港,W3022,启辰雄峰桂平鸿进直营店,启辰雄峰桂平鸿进直营店
海南,万宁,V3113,启辰万宁东风南方启吉,海南东风南方汽车销售服务有限公司万宁分公司
广西,钦州,W3023,启辰钦州雄峰车城专营店浦北直营店,启辰钦州雄峰车城专营店浦北直营店
广西,南宁,W3025,启辰南宁弘启宾阳直营店,启辰南宁弘启宾阳直营店
广西,玉林,V3013C,启辰玉林广利专营店北流万众达特约服务站,启辰玉林广利专营店北流万众达特约服务站
广西,梧州,V3001G,启辰南宁弘启专营店梧州钊尚特约服务站,启辰南宁弘启专营店梧州钊尚特约服务站
广西,贵港,V3021,启辰贵港雄峰,贵港雄峰骏里程汽车有限公司
广西,北海,V3020,启辰北海雄峰,北海雄峰顺景汽车销售服务有限公司
广西,北海,W3011,启辰北海雄峰专营店灵山分店,启辰北海雄峰专营店灵山分店
广西,河池,V3001B,启辰南宁弘启专营店大化荣通特约服务站,启辰南宁弘启专营店大化荣通特约服务站
广西,北海,V3001A,启辰南宁弘启专营店北海海城桂华特约服务站,启辰南宁弘启专营店北海海城桂华特约服务站
广西,北海,V3001I,启辰南宁弘启专营店合浦新源特约服务站,启辰南宁弘启专营店合浦新源特约服务站
广西,钦州,V3001F,启辰南宁弘启专营店灵山鑫远航特约服务站,启辰南宁弘启专营店灵山鑫远航特约服务站
广西,南宁,V3001K,启辰南宁弘启专营店宾阳荣华特约服务站,启辰南宁弘启专营店宾阳荣华特约服务站
广西,南宁,V3001J,启辰南宁弘启专营店钦州登峰特约服务站,启辰南宁弘启专营店钦州登峰特约服务站
广西,南宁,V3001E,启辰南宁弘启专营店河池长城特约服务站,启辰南宁弘启专营店河池长城特约服务站
广西,钦州,V3001C,启辰南宁弘启专营店钦州昌瑞特约服务站,启辰南宁弘启专营店钦州昌瑞特约服务站
四川,南充,Q1829,树生阆中直营店V,树生阆中直营店V
四川,南充,Q1820,新川南外直营店V,新川南外直营店V
四川,南充,W1815,启辰南充东风南方树生专营店营山分店,启辰南充东风南方树生专营店营山分店
四川,绵阳,Q1821,眉山超越仁寿直营店V,眉山超越仁寿直营店V
重庆,重庆,Q2613,东风南方盘县直营店V,东风南方盘县直营店V
重庆,重庆,V0401,启辰重庆东风南方渝达,重庆东风南方汽车销售服务有限公司
四川,广安,W1820,启辰东风南方树生专营店广安分店,启辰东风南方树生专营店广安分店
四川,绵阳,V1812,启辰绵阳东风南方绵发,四川东风南方汽车销售服务有限公司
四川,绵阳,W1816,启辰绵阳东风南方绵发专营店高水分店,启辰绵阳东风南方绵发专营店高水分店
四川,成都,Q1818,启阳攀西会理汇达直营店V,启阳攀西会理汇达直营店V
四川,成都,Q1817,启阳攀西西昌四友直营店V,启阳攀西西昌四友直营店V
重庆,重庆,V0406,启辰秀山盛源,秀山县盛源汽车服务有限公司
四川,南充,Q1827,树生南部直营店V,树生南部直营店V
重庆,重庆,V0402,启辰重庆东风南方渝风,重庆东风南方汽车销售服务有限公司渝东分公司
四川,成都,V1803,启辰都江堰星辰,都江堰星辰汽车销售有限公司
重庆,重庆,W0404,启辰龙都专营店开州分店,启辰龙都专营店开州分店
四川,内江,W1821,启辰东风南方遂兴专营店内江分店,启辰东风南方遂兴专营店内江分店
重庆,重庆,V0404,启辰万州龙都,重庆江辰汽车销售服务有限公司
四川,成都,V1804,启辰成都东风南方青羊成达,四川东风南方汽车销售服务有限公司成都青羊分公司
四川,南充,Q1822,树生阆中大圣直营店V,树生阆中大圣直营店V
重庆,重庆,W0403,启辰重庆东风南方渝达专营店江津直营店,启辰重庆东风南方渝达专营店江津直营店
四川,南充,W1822,启辰南充东风南方树生高坪直营店,启辰南充东风南方树生高坪直营店
四川,绵阳,W1817,启辰绵阳绵发专营店三台分店,启辰绵阳绵发专营店三台分店
四川,眉山,W1827,启辰东风南方青羊成达鑫宏光直营店,启辰东风南方青羊成达鑫宏光直营店
四川,泸州,V1819,启辰泸州东风南方江阳泸发,四川东风南方汽车销售服务有限公司泸州分公司
四川,绵阳,Q1813,联合峨眉直营店V,联合峨眉直营店V
重庆,重庆,V0405,启辰重庆铭兴盛泰,重庆铭兴盛泰汽车销售有限公司
四川,德阳,V1817,启辰德阳东风南方中凯,德阳东风南方西林汽车销售服务有限公司天元分公司
四川,成都,W1826,启辰成都东风南方双流成发专营店金堂直营店,启辰成都东风南方双流成发专营店金堂直营店
重庆,重庆,W0405,启辰东风南方渝达铜梁直营店,启辰东风南方渝达铜梁直营店
重庆,重庆,V0407,启辰重庆东风南方渝南,重庆东风南方汽车销售服务有限公司渝南分公司
四川,遂宁,V1816,启辰遂宁东风南方遂兴,遂宁东风南方汽车销售服务有限公司
四川,攀枝花,W1823,启辰东风南方成发鑫科鸿直营店,启辰东风南方成发鑫科鸿直营店
四川,内江,W1828,启辰成都东风南方双流成发专营店内江直营店,启辰成都东风南方双流成发专营店内江直营店
四川,乐山,V1811,启辰乐山联合,乐山市联合旭日汽车销售服务有限公司
四川,达州,V1814,启辰达州商驰,达州市海隆汽车销售服务有限公司
四川,绵阳,Q1812,联合白燕路直营店V,联合白燕路直营店V
四川,成都,Q1811,星和威远三和明威直营店V,星和威远三和明威直营店V
四川,西昌,W1831,启辰东风南方青羊成达锦泽直营店,启辰东风南方青羊成达锦泽直营店
四川,自贡,W1830,启辰东风南方自贡直营店,启辰东风南方自贡直营店
重庆,重庆,W0407,"启辰重庆东风南方渝达荣昌直营店	","启辰重庆东风南方渝达荣昌直营店	"
重庆,重庆,Q2612,通源黎平直营店V,通源黎平直营店V
重庆,重庆,Q0405,中汽西南都灵合川直营店V,中汽西南都灵合川直营店V
四川,成都,Q1825,建国天际金堂直营店V,建国天际金堂直营店V
四川,成都,Q1830,河田江北直营店V,河田江北直营店V
四川,成都,V1806,启辰成都东风南方双流成发,四川东风南方汽车销售服务有限公司成都分公司
四川,绵阳,Q1823,东风南方南湖直营店V,东风南方南湖直营店V
四川,南充,V1815,启辰南充东风南方树生,南充东风南方树生汽车销售服务有限公司
四川,广元,W1832,启辰绵阳东风南方绵发广元直营店,启辰绵阳东风南方绵发广元直营店
四川,成都,W1829,启辰成都东风南方青羊成达郫县直营店,启辰成都东风南方青羊成达郫县直营店
四川,绵阳,W1814,启辰绵阳东风南方绵发专营店南湖分店,启辰绵阳东风南方绵发专营店南湖分店
四川,遂宁,Q1826,东风南方明月路直营店V,东风南方明月路直营店V
四川,绵阳,W1818,启辰东风南方绵发专营店江油分店,启辰东风南方绵发专营店江油分店
四川,成都,Q1816,启阳攀西滨江路直营店V,启阳攀西滨江路直营店V
四川,成都,W1813,启辰成都启阳专营店西昌分店,启辰成都启阳专营店西昌分店
四川,成都,V1802,启辰成都启阳,成都启阳众泰汽车销售服务有限公司
重庆,重庆,W0406,启辰重庆东风南方渝风龙头寺直营店,启辰重庆东风南方渝风龙头寺直营店
四川,绵阳,W1812,启辰东风南方绵发专营店三台分店,启辰东风南方绵发专营店三台分店
四川,泸州,Q1815,泸州百通连江路直营店V,泸州百通连江路直营店V
四川,成都,W1811,启辰成都启阳专营店崇州分店,启辰成都启阳专营店崇州分店
四川,成都,Q1828,联合犍为直营店V,联合犍为直营店V
四川,宜宾,V1818,启辰宜宾河田江北,宜宾市玉琼河田汽车销售服务有限公司
重庆,重庆,Q0401,东风南方璧山直营店V,东风南方璧山直营店V
重庆,重庆,Q2611,通源名广直营店V,通源名广直营店V
甘肃,白银,V1311,启辰白银恒信启程,白银恒信启程汽车销售服务有限公司
青海,西宁,V1402,启辰西宁旭军,青海旭军汽车配件销售有限公司
青海,西宁,V1401,启辰西宁青鹏,青海海鹏汽车销售有限责任公司
陕西,西安,V1703,启辰西安远方通达,陕西远方通达汽车销售服务有限公司
甘肃,兰州,V1301,启辰兰州容华,甘肃容华汽车销售服务有限公司
甘肃,庆阳,V1315,启辰庆阳德昶,庆阳德昶商贸有限公司
陕西,宝鸡,V1712,启辰宝鸡福祥,陕西福祥汽车销售服务有限公司
陕西,渭南,V1713,启辰渭南广汇渭清,渭南佳辰汽车贸易有限责任公司
陕西,西安,V1701,启辰西安英和天台,西安畅通汽车销售服务有限公司
陕西,咸阳,V1711,启辰咸阳英和金旭,咸阳英和启辰汽车销售服务有限公司
陕西,榆林,V1716,启辰榆林榆佳,陕西榆佳汽车销售服务有限公司
陕西,咸阳,V1715,启辰咸阳福泽秦都,咸阳福泽汽车销售服务有限公司
陕西,榆林,Q1711,广汇韩城直营店V,广汇韩城直营店V
陕西,榆林,Q1712,广汇大荔直营店V,广汇大荔直营店V
陕西,榆林,Q1718,佳福靖边直营店V,佳福靖边直营店V
陕西,榆林,Q1201,京胜汽车兴庆直营店V,京胜汽车兴庆直营店V
陕西,榆林,Q1211,京胜汽车中卫直营店V,京胜汽车中卫直营店V
陕西,西安,Q1701,英和长安直营店V,英和长安直营店V
陕西,宝鸡,Q1716,福华扶风直营店V,福华扶风直营店V
陕西,咸阳,Q1713,英和渭城天一车城直营店V,英和渭城天一车城直营店V
陕西,咸阳,Q1715,英和渭城彬县凯信直营店V,英和渭城彬县凯信直营店V
陕西,汉中,V1718,启辰汉中合裕兴汉,汉中市合辰汽车销售服务有限公司
陕西,西安,Q1719,英和南二十里铺直营店V,英和南二十里铺直营店V
陕西,榆林,W1711,启辰榆林榆佳专营店咸阳分店,启辰榆林榆佳专营店咸阳分店
陕西,宝鸡,W1310,启辰宝鸡福祥专营店平凉百昌分店,启辰宝鸡福祥专营店平凉百昌分店
甘肃,平凉,V1314,启辰平凉鑫锐通,平凉鑫锐通汽车销售服务有限责任公司
陕西,安康,V1717,启辰安康合裕,陕西省安康市合裕汽车销售服务有限公司
甘肃,平凉,W1313,启辰平凉鑫锐通天水直营店,启辰平凉鑫锐通天水直营店
青海,西宁,Q1401,青鹏城东直营店V,青鹏城东直营店V
陕西,咸阳,W1712,启辰咸阳福泽秦都乾县直营店,启辰咸阳福泽秦都乾县直营店
青海,西宁,Q1301,兰州良志银滩直营店V,兰州良志银滩直营店V
甘肃,酒泉,W1311,启辰嘉峪关鑫通专营店敦煌分店,启辰嘉峪关鑫通专营店敦煌分店
甘肃,武威,V1312,启辰武威佳成,甘肃天利成汽车销售服务有限责任公司
新疆,阿克苏,V0813A,启辰阿克苏奕辉大欣专营店库车耀辉特约服务站,启辰阿克苏奕辉大欣专营店库车耀辉特约服务站
新疆,昌吉,W0817,"启辰昌吉汇京吉祥沙湾直营店	","启辰昌吉汇京吉祥沙湾直营店	"
新疆,库尔勒,W0815,"启辰库尔勒青丰巴州南城直营店	","启辰库尔勒青丰巴州南城直营店	"
新疆,库尔勒,V0811A,启辰库尔勒青丰巴州专营店若羌县森泰特约服务站,启辰库尔勒青丰巴州专营店若羌县森泰特约服务站
新疆,乌鲁木齐,V0802A,启辰乌鲁木齐卓辉赛博特专营店吐鲁番机电特约服务站,启辰乌鲁木齐卓辉赛博特专营店吐鲁番机电特约服务站
新疆,昌吉,V0812,启辰昌吉汇京吉祥,昌吉市汇京吉祥汽车销售服务有限公司
新疆,乌鲁木齐,V0803,启辰乌鲁木齐天中,新疆天汇华辰汽车销售服务有限公司
新疆,巴音郭楞蒙古自治州,V0811,启辰库尔勒青丰巴州,新疆青丰汽车销售服务有限公司
新疆,阿克苏,V0813,启辰阿克苏奕辉大欣,阿克苏君辉汽车销售服务有限公司
新疆,乌鲁木齐,V0802,启辰乌鲁木齐卓辉赛博特,新疆骐辉汽车销售服务有限公司
新疆,和田地区,V0817,启辰和田天中,和田天汇天中汽车销售服务有限公司
新疆,乌鲁木齐,V0803B,启辰乌鲁木齐天中专营店和田车友特约服务站,启辰乌鲁木齐天中专营店和田车友特约服务站
新疆,乌鲁木齐,Q0811,瑞丰华凌直营店V,瑞丰华凌直营店V
新疆,乌鲁木齐,Q0812,瑞丰车管所直营店V,瑞丰车管所直营店V
新疆,乌鲁木齐,Q0813,瑞丰焉耆直营店V,瑞丰焉耆直营店V
新疆,乌鲁木齐,Q0815,瑞丰轮台直营店V,瑞丰轮台直营店V
新疆,昌吉,Q0816,卓辉石河子直营店V,卓辉石河子直营店V
新疆,乌鲁木齐,W0811,启辰乌鲁木齐天中专营店和田分店,启辰乌鲁木齐天中专营店和田分店
新疆,乌鲁木齐,V0804,启辰乌鲁木齐卓辉友好,新疆吉辉汽车销售服务有限公司
新疆,哈密,V0818,启辰哈密万丰,哈密市万丰汽车销售有限公司
新疆,阿勒泰地区,W0814,启辰乌鲁木齐卓辉赛博特北屯守福直营店,启辰乌鲁木齐卓辉赛博特北屯守福直营店
宁夏,吴忠,V1201A,启辰银川赢胜专营店红寺堡宝通特约服务站,启辰银川赢胜专营店红寺堡宝通特约服务站
新疆,乌鲁木齐,Q0817,天中博乐直营店V,天中博乐直营店V
新疆,昌吉,Q0818,汇京昌盛奇台直营店V,汇京昌盛奇台直营店V
新疆,石河子,V0819,启辰石河子升辉,石河子市启辉汽车销售有限公司
新疆,库尔勒,Q0819,瑞丰车管所直营店V1,瑞丰车管所直营店V1
新疆,库尔勒,Q0820,瑞丰焉耆直营店V1,瑞丰焉耆直营店V1
新疆,库尔勒,Q0821,瑞丰轮台直营店V1,瑞丰轮台直营店V1
宁夏,银川,V1201,启辰银川赢胜,宁夏赢胜汽车销售服务有限公司
宁夏,固原,V1201B,启辰银川赢胜专营店固原宏达特约服务站,启辰银川赢胜专营店固原宏达特约服务站
湖北,襄阳,V0009,东风零服,东风（武汉）汽车零配件销售服务有限公司
新疆,昌吉,W0816,"启辰汇京吉祥奎屯直营店	","启辰汇京吉祥奎屯直营店	"
甘肃,嘉峪关,V1313,启辰嘉峪关鑫通,嘉峪关鑫通启辰汽车销售有限公司
新疆,石河子,W0812,启辰昌吉汇京吉祥专营店石河子分店,启辰昌吉汇京吉祥专营店石河子分店
甘肃,酒泉,W1312,启辰嘉峪关鑫通专营店酒泉分店,启辰嘉峪关鑫通专营店酒泉分店
新疆,喀什地区,V0816,启辰喀什煜辉,喀什煜辉汽车销售服务有限公司
新疆,伊犁,V0815,启辰伊犁天中,新疆天汇华辰汽车销售服务有限公司伊犁分公司
新疆,塔城地区,W0813,启辰卓辉赛博特塔城直营店,启辰卓辉赛博特塔城直营店
新疆,乌鲁木齐,V0802B,启辰乌鲁木齐卓辉赛博特专营店喀什永祥特约服务站,启辰乌鲁木齐卓辉赛博特专营店喀什永祥特约服务站
新疆,乌鲁木齐,V0803A,启辰乌鲁木齐天中专营店伊犁天阳特约服务站,启辰乌鲁木齐天中专营店伊犁天阳特约服务站
新疆,乌鲁木齐,V0803C,启辰乌鲁木齐天中专营店博乐宝源特约服务站,启辰乌鲁木齐天中专营店博乐宝源特约服务站
贵州,六盘水,Q2615,东风南方清镇直营店V,东风南方清镇直营店V
贵州,六盘水,W2601,启辰六盘水东风南方黔达专营店新添分店,启辰六盘水东风南方黔达专营店新添分店
贵州,遵义,V2614,启辰遵义东风南方长沙路,贵州东风南方汽车销售服务有限公司遵义汇川分公司
贵州,贵阳,W2602,启辰贵阳东风南方白云专营店息烽分店,启辰贵阳东风南方白云专营店息烽分店
云南,昆明,Q2713,滇西祥云直营店V（取消),滇西祥云直营店V（取消)
云南,曲靖,Q2718,中升珠江源直营店V,中升珠江源直营店V
贵州,贵阳,V2601,启辰贵阳东风南方白云,贵州东风南方汽车销售服务有限公司白云分公司
云南,玉溪,W2711,启辰昆明森华创业专营店玉溪分店,启辰昆明森华创业专营店玉溪分店
贵州,安顺,W2615,启辰贵阳东风南方白云专营店安顺分店,启辰贵阳东风南方白云专营店安顺分店
云南,大理,V2714,启辰大理东风南方东明,大理东风南方东明汽车销售服务有限公司
云南,曲靖,V2711,启辰曲靖中升兴业,曲靖中升兴业启辰汽车销售服务有限公司
贵州,六盘水,Q2616,东风南方开阳直营店V,东风南方开阳直营店V
贵州,贵阳,V2602,启辰贵阳东风南方孟关,贵州东风南方汽车销售服务有限公司孟关分公司
贵州,安顺,W2620,启辰贵阳东风南方白云专营店紫云直营店,启辰贵阳东风南方白云专营店紫云直营店
贵州,六盘水,V2613,启辰六盘水东风南方黔达,贵州六盘水东风南方汽车销售服务有限公司
贵州,遵义,W2621,启辰遵义东风南方长沙路专营店仁怀直营店,启辰遵义东风南方长沙路专营店仁怀直营店
云南,昆明,W2701,启辰东风南方三佳车立方直营店,启辰东风南方三佳车立方直营店
云南,曲靖,Q2715,森华天马开远直营店V,森华天马开远直营店V
云南,曲靖,Q2720,东风日产中升罗平直营店V,东风日产中升罗平直营店V
贵州,贵阳,Q2621,东风南方清镇直营店V（换）,东风南方清镇直营店V（换）
贵州,兴义,W2624,启辰六盘水东风南方黔达兴义直营店,启辰六盘水东风南方黔达兴义直营店
贵州,铜仁,W2622,启辰遵义东风南方长沙路铜仁直营店,启辰遵义东风南方长沙路铜仁直营店
贵州,六盘水,Q2618,东风南方仁怀直营店V,东风南方仁怀直营店V
